State,Year,Month,Assembly_no,Constituency_no,Position,Name_of_Candidate,Sex,Party,Votes,Age,Candidate_type,Total_valid_votes,Total Electors,Constituency_name,Constituency_type,total no of candidates,Turnout perecntage,Vote_share_percentage
Karnataka,2004,5,7,192,1,YADAWAD MAHADEVAPPASHIVALINGAPPA,M,BJP,56585,51,GEN,104389,153320,RAMDURG,GEN,6,68.09,54.21
Karnataka,2004,5,7,192,2,ASHOK MAHADEVAPPA PATTAN,M,INC,31044,52,GEN,104389,153320,RAMDURG,GEN,6,68.09,29.74
Karnataka,2004,5,7,192,3,KULKARNI VP,M,CPM,7160,52,GEN,104389,153320,RAMDURG,GEN,6,68.09,6.86
Karnataka,2004,5,7,192,4,MANOLI TIPPANNA PARAPPA,M,JD(S),5788,58,GEN,104389,153320,RAMDURG,GEN,6,68.09,5.54
Karnataka,2004,5,7,192,5,MURKATNAL TAMMAJI TUKARAM,M,KNDP,2115,49,GEN,104389,153320,RAMDURG,GEN,6,68.09,2.03
Karnataka,2004,5,7,192,6,PATIL HANAMANTAGOUDASANGANAGOUDA,M,JP,1697,38,GEN,104389,153320,RAMDURG,GEN,6,68.09,1.63
Karnataka,2004,5,7,193,1,MAMANI VISHWANATHKARABASAPPA,M,IND,38451,46,GEN,112303,161400,PARASGAD,GEN,8,69.58,34.24
Karnataka,2004,5,7,193,2,KOUJALGI SUBHASH SIDDRAMAPPA,M,INC,37006,54,GEN,112303,161400,PARASGAD,GEN,8,69.58,32.95
Karnataka,2004,5,7,193,3,BALI VIRUPAXAPPA BALAPPA,M,BJP,21500,49,GEN,112303,161400,PARASGAD,GEN,8,69.58,19.14
Karnataka,2004,5,7,193,4,FAKIDRAPPA LAXMAPPA MALLAD,M,JD(S),10435,48,GEN,112303,161400,PARASGAD,GEN,8,69.58,9.29
Karnataka,2004,5,7,193,5,TALAWAR NINGAPPA BASAPPA,M,IND,1849,61,ST,112303,161400,PARASGAD,GEN,8,69.58,1.65
Karnataka,2004,5,7,193,6,CHIKKUMMI IRAPPA BASAPPA,M,KNDP,1263,33,GEN,112303,161400,PARASGAD,GEN,8,69.58,1.12
Karnataka,2004,5,7,193,7,KARALAGI SHIVAPPA RAMAPPA,M,IND,1228,55,GEN,112303,161400,PARASGAD,GEN,8,69.58,1.09
Karnataka,2004,5,7,193,8,BHEEMAPPA JAINARYOGESHWARAPPA,M,SHS,571,54,GEN,112303,161400,PARASGAD,GEN,8,69.58,0.51
Karnataka,2004,5,7,194,1,JAGADISH VIRUPAKSHI C MATGUD,M,BJP,48208,42,GEN,95303,142416,BAILHONGAL,GEN,6,66.92,50.58
Karnataka,2004,5,7,194,2,KOUJATAGI MAHANTESH SHIVANAND,M,INC,36633,33,GEN,95303,142416,BAILHONGAL,GEN,6,66.92,38.44
Karnataka,2004,5,7,194,3,CHANDRASHEKAR SHIVALINNAPPASADHUNAVAR,M,JD(S),5680,53,GEN,95303,142416,BAILHONGAL,GEN,6,66.92,5.96
Karnataka,2004,5,7,194,4,BABU MUDAKAPPA MUGABASAV,M,KNDP,1941,50,GEN,95303,142416,BAILHONGAL,GEN,6,66.92,2.04
Karnataka,2004,5,7,194,5,ASHFAQAHMED AKBARSABHEDMIRJANNAVAR,M,JP,1446,35,GEN,95303,142416,BAILHONGAL,GEN,6,66.92,1.52
Karnataka,2004,5,7,194,6,MARUTI NINGAPPA TIGADI,M,USYP,1395,49,GEN,95303,142416,BAILHONGAL,GEN,6,66.92,1.46
Karnataka,2004,5,7,195,1,MARIHAL SURESH SHIVARUDRAPPA,M,BJP,49970,41,GEN,106239,146848,KITTUR,GEN,6,72.35,47.04
Karnataka,2004,5,7,195,2,INAMDAR DANAPPAGOUDABASANGOUDA,M,INC,35265,56,GEN,106239,146848,KITTUR,GEN,6,72.35,33.19
Karnataka,2004,5,7,195,3,VEERANAGOUDA VASANAGOUDAPATIL,M,JD(S),9633,49,GEN,106239,146848,KITTUR,GEN,6,72.35,9.07
Karnataka,2004,5,7,195,4,SIDNAL SHIVAKANT SHANMUKHAPPA,M,KNDP,8218,29,GEN,106239,146848,KITTUR,GEN,6,72.35,7.74
Karnataka,2004,5,7,195,5,SHYLAJA SURESH SAKRENNAVAR,F,JP,1721,32,GEN,106239,146848,KITTUR,GEN,6,72.35,1.62
Karnataka,2004,5,7,195,6,ABDUL MANSOOR MURTUJA SYED,M,USYP,1432,31,GEN,106239,146848,KITTUR,GEN,6,72.35,1.35
Karnataka,2004,5,7,196,1,DIGAMBAR YASHWANTRAO PATIL,M,IND,19115,50,GEN,104656,153398,KHANAPUR,GEN,12,68.23,18.26
Karnataka,2004,5,7,196,10,GURAY MAHESH INDRAJEET,M,IND,1749,34,GEN,104656,153398,KHANAPUR,GEN,12,68.23,1.67
Karnataka,2004,5,7,196,11,NIPPANIKAR YASHWANT TIMMANNA,M,IND,1725,55,GEN,104656,153398,KHANAPUR,GEN,12,68.23,1.65
Karnataka,2004,5,7,196,12,ARJUN BALAKRISHNA PATIL,M,IND,843,58,GEN,104656,153398,KHANAPUR,GEN,12,68.23,0.81
Karnataka,2004,5,7,196,2,PATIL VAISHALI ASHOK,F,IND,18747,48,GEN,104656,153398,KHANAPUR,GEN,12,68.23,17.91
Karnataka,2004,5,7,196,3,RAFIQUE KHATALSAB KHANAPUR,M,INC,18734,42,GEN,104656,153398,KHANAPUR,GEN,12,68.23,17.9
Karnataka,2004,5,7,196,4,PRAHLAD KALLAPPA RAMANI,M,JD(U),17495,40,GEN,104656,153398,KHANAPUR,GEN,12,68.23,16.72
Karnataka,2004,5,7,196,5,MURALIDHAR GANAPATI PATIL,M,SHS,13317,41,GEN,104656,153398,KHANAPUR,GEN,12,68.23,12.72
Karnataka,2004,5,7,196,6,PATIL RIYAZ AHMAD ABDULKARIM,M,JP,4440,48,GEN,104656,153398,KHANAPUR,GEN,12,68.23,4.24
Karnataka,2004,5,7,196,7,MALLIKARJUN WALI,M,JD(S),4233,54,GEN,104656,153398,KHANAPUR,GEN,12,68.23,4.04
Karnataka,2004,5,7,196,8,RAJU BABU RAO KUSOJI,M,KNDP,2133,35,GEN,104656,153398,KHANAPUR,GEN,12,68.23,2.04
Karnataka,2004,5,7,196,9,RAMESH SHANTAVALI NARVEKAR,M,IND,2125,52,GEN,104656,153398,KHANAPUR,GEN,12,68.23,2.03
Karnataka,2004,5,7,197,1,KUDACHI RAMESH LAXMAN,M,INC,32198,50,GEN,98820,185703,BELGAUM,GEN,9,53.21,32.58
Karnataka,2004,5,7,197,2,VILAS RAMACHANDRA PAWAR,M,BJP,31181,46,GEN,98820,185703,BELGAUM,GEN,9,53.21,31.55
Karnataka,2004,5,7,197,3,DALVI DEEPAK ARJUN RAO,M,IND,29051,61,GEN,98820,185703,BELGAUM,GEN,9,53.21,29.4
Karnataka,2004,5,7,197,4,MADIWALE F M,M,JD(S),2213,40,GEN,98820,185703,BELGAUM,GEN,9,53.21,2.24
Karnataka,2004,5,7,197,5,PRAKASH RAMACHANDRASHIROLKAR,M,SHS,1197,35,GEN,98820,185703,BELGAUM,GEN,9,53.21,1.21
Karnataka,2004,5,7,197,6,GIRISH PARASHARAM BALEKUNDRI,M,KNDP,1098,37,GEN,98820,185703,BELGAUM,GEN,9,53.21,1.11
Karnataka,2004,5,7,197,7,SATISH NEMINATH GOURAGONDA,M,IND,925,42,GEN,98820,185703,BELGAUM,GEN,9,53.21,0.94
Karnataka,2004,5,7,197,8,SAYYED BANDE NAWAZ MOHAMMEDHANIF,M,MUL,693,38,GEN,98820,185703,BELGAUM,GEN,9,53.21,0.7
Karnataka,2004,5,7,197,9,BADAWANACHE LAXMAN ALIASAPPASAHEB BHARAMA,M,IND,264,52,GEN,98820,185703,BELGAUM,GEN,9,53.21,0.27
Karnataka,2004,5,7,198,1,MANOHAR KALLAPPA KINEKAR,M,IND,42483,48,GEN,130428,204760,UCHAGAON,GEN,13,63.7,32.57
Karnataka,2004,5,7,198,10,SHIVAJI BHAIRU KAMBLE,M,BSP,1322,42,SC,130428,204760,UCHAGAON,GEN,13,63.7,1.01
Karnataka,2004,5,7,198,11,KISHORE MUKUND GAWAS,M,IND,1316,34,GEN,130428,204760,UCHAGAON,GEN,13,63.7,1.01
Karnataka,2004,5,7,198,12,JADHAV RAVINDRA BHAGAWAN,M,IND,1209,33,GEN,130428,204760,UCHAGAON,GEN,13,63.7,0.93
Karnataka,2004,5,7,198,13,VISWAS NEMANI KILLEKAR,M,USYP,684,41,GEN,130428,204760,UCHAGAON,GEN,13,63.7,0.52
Karnataka,2004,5,7,198,2,SAMBHAJI LAXMAN PATIL,M,INC,31277,50,GEN,130428,204760,UCHAGAON,GEN,13,63.7,23.98
Karnataka,2004,5,7,198,3,SHANKARGOUDA PATIL,M,BJP,30941,45,GEN,130428,204760,UCHAGAON,GEN,13,63.7,23.72
Karnataka,2004,5,7,198,4,SANJAY B PATIL,M,SHS,9990,35,GEN,130428,204760,UCHAGAON,GEN,13,63.7,7.66
Karnataka,2004,5,7,198,5,KADOLKAR MANOHAR PUNNAPPA,M,IND,3812,49,GEN,130428,204760,UCHAGAON,GEN,13,63.7,2.92
Karnataka,2004,5,7,198,6,DHAVARI RAMACHANDRA VITHAL,M,JD(S),2367,33,GEN,130428,204760,UCHAGAON,GEN,13,63.7,1.81
Karnataka,2004,5,7,198,7,SUNTAKAR SANJAY YESHAWANT,M,IND,1819,33,GEN,130428,204760,UCHAGAON,GEN,13,63.7,1.39
Karnataka,2004,5,7,198,8,PARIMALA VIJAYKUMAR,F,CPI,1744,53,GEN,130428,204760,UCHAGAON,GEN,13,63.7,1.34
Karnataka,2004,5,7,198,9,TELAGADI PARMANANDVEERBHADRAPPA,M,KNDP,1464,42,GEN,130428,204760,UCHAGAON,GEN,13,63.7,1.12
Karnataka,2004,5,7,199,1,ABHAY PATIL,M,BJP,32854,35,GEN,118308,166380,BAGEWADI,GEN,12,71.11,27.77
Karnataka,2004,5,7,199,10,DEVENDRA BHIMAPPA KOLLANATTI,M,IND,708,45,ST,118308,166380,BAGEWADI,GEN,12,71.11,0.6
Karnataka,2004,5,7,199,11,APPANNA NAGAPPA PATIL,M,IND,642,65,GEN,118308,166380,BAGEWADI,GEN,12,71.11,0.54
Karnataka,2004,5,7,199,12,GHEATTIGEPPA TIPPANNACHANNANAWAR,M,IND,357,56,GEN,118308,166380,BAGEWADI,GEN,12,71.11,0.3
Karnataka,2004,5,7,199,2,SHIVAPUTRAPPA CHANNABASAPPAMALAGI,M,INC,29156,56,GEN,118308,166380,BAGEWADI,GEN,12,71.11,24.64
Karnataka,2004,5,7,199,3,SUNTAKAR SHIVAJI KEDARI,M,IND,28420,45,GEN,118308,166380,BAGEWADI,GEN,12,71.11,24.02
Karnataka,2004,5,7,199,4,PATIL BAPUGOUDA SHIVANAGOUDA,M,IND,8799,36,GEN,118308,166380,BAGEWADI,GEN,12,71.11,7.44
Karnataka,2004,5,7,199,5,MODEGEKAR ASHOK NARAYAN,M,SHS,6540,44,GEN,118308,166380,BAGEWADI,GEN,12,71.11,5.53
Karnataka,2004,5,7,199,6,BABAGOUDA PATIL,M,JD(S),6007,60,GEN,118308,166380,BAGEWADI,GEN,12,71.11,5.08
Karnataka,2004,5,7,199,7,DR HADIGOUDA R PATIL,M,KNDP,2300,71,GEN,118308,166380,BAGEWADI,GEN,12,71.11,1.94
Karnataka,2004,5,7,199,8,MAHAMMADHANIF MAHAMADALISANADI,M,IND,1384,28,GEN,118308,166380,BAGEWADI,GEN,12,71.11,1.17
Karnataka,2004,5,7,199,9,KALLAPPA LAXMAN KAMBALE,M,IND,1141,49,SC,118308,166380,BAGEWADI,GEN,12,71.11,0.96
Karnataka,2004,5,7,200,1,JARAKI HOLI RAMESH LAXMANRAO,M,INC,56768,44,ST,102856,151789,GOKAK,ST,4,67.76,55.19
Karnataka,2004,5,7,200,2,MUTTENNAVAR MALLAPPA LAXMAN,M,BJP,40593,52,ST,102856,151789,GOKAK,ST,4,67.76,39.47
Karnataka,2004,5,7,200,3,GUDDAKAYU SHANKAR TAMMANNA,M,JP,2817,65,ST,102856,151789,GOKAK,ST,4,67.76,2.74
Karnataka,2004,5,7,200,4,PATIL BASAVARAJ RAJGOUDA,M,JD(S),2678,44,ST,102856,151789,GOKAK,ST,4,67.76,2.6
Karnataka,2004,5,7,201,1,BALACHANDRA LAXMAN RAOJARKIHALI,M,JD(S),62054,27,GEN,131859,187369,ARABHAVI,GEN,7,70.37,47.06
Karnataka,2004,5,7,201,2,KOUJALAGI VEERANNASHIVALINGAPPA,M,INC,42604,65,GEN,131859,187369,ARABHAVI,GEN,7,70.37,32.31
Karnataka,2004,5,7,201,3,SURESH M LATUR,M,BJP,21362,49,GEN,131859,187369,ARABHAVI,GEN,7,70.37,16.2
Karnataka,2004,5,7,201,4,MATHAPATHI MAHANTESH IRAYYA,M,JP,2183,28,GEN,131859,187369,ARABHAVI,GEN,7,70.37,1.66
Karnataka,2004,5,7,201,5,KHANAGOODAR SHIVAGOUDAPPABALAPPA,M,IND,1607,53,GEN,131859,187369,ARABHAVI,GEN,7,70.37,1.22
Karnataka,2004,5,7,201,6,KITTUR RAMAPPA VEERAPPA,M,KNDP,1074,69,GEN,131859,187369,ARABHAVI,GEN,7,70.37,0.81
Karnataka,2004,5,7,201,7,METAGUDDA JAYADEVANIJALINGAPPA,M,USP,975,48,GEN,131859,187369,ARABHAVI,GEN,7,70.37,0.74
Karnataka,2004,5,7,202,1,SHASHIKANT AKKAPPI NAIK,M,BJP,46969,44,GEN,99390,129017,HUKKERI,GEN,6,77.04,47.26
Karnataka,2004,5,7,202,2,UMESH VISHWANATH HATTI,M,INC,46148,43,GEN,99390,129017,HUKKERI,GEN,6,77.04,46.43
Karnataka,2004,5,7,202,3,SHIVAGOUDA RAMAGOUDA PATIL,M,BSP,2855,57,GEN,99390,129017,HUKKERI,GEN,6,77.04,2.87
Karnataka,2004,5,7,202,4,MALAGOUDA BASAPPA NERALI,M,JD(S),1659,44,GEN,99390,129017,HUKKERI,GEN,6,77.04,1.67
Karnataka,2004,5,7,202,5,MALLIKARJUN JAYARAM,M,RPI,1061,25,ST,99390,129017,HUKKERI,GEN,6,77.04,1.07
Karnataka,2004,5,7,202,6,UDOSHI MOHAN BASAVANNEPPA,M,KNDP,698,55,GEN,99390,129017,HUKKERI,GEN,6,77.04,0.7
Karnataka,2004,5,7,203,1,APPAYAGOUDA BASAGOUDA PATIL,M,INC,52036,51,GEN,95611,132175,SANKESHWAR,GEN,6,72.34,54.42
Karnataka,2004,5,7,203,2,RAJENDRA MALAGOUDA PATIL,M,BJP,35828,42,GEN,95611,132175,SANKESHWAR,GEN,6,72.34,37.47
Karnataka,2004,5,7,203,3,JEEVANLATHA NADUVINAMANI,F,BSP,3292,55,GEN,95611,132175,SANKESHWAR,GEN,6,72.34,3.44
Karnataka,2004,5,7,203,4,IRAYYA SANGAYYAHALDEVARAMATH,M,JD(S),2009,45,GEN,95611,132175,SANKESHWAR,GEN,6,72.34,2.1
Karnataka,2004,5,7,203,5,MAHENDRA J MANKALE,M,RPI(A),1571,34,GEN,95611,132175,SANKESHWAR,GEN,6,72.34,1.64
Karnataka,2004,5,7,203,6,KASAR HARUN NABIRASUL,M,KNDP,875,40,GEN,95611,132175,SANKESHWAR,GEN,6,72.34,0.92
Karnataka,2004,5,7,204,1,KAKASAHEB PANDURANGA PATIL,M,INC,40222,49,GEN,97356,134620,NIPPANI,GEN,7,72.32,41.31
Karnataka,2004,5,7,204,2,JOSHI SUBHASHE SHRIDHAR,M,BJP,39793,60,GEN,97356,134620,NIPPANI,GEN,7,72.32,40.87
Karnataka,2004,5,7,204,3,KURBETTI BHARAT BASHETTI,M,SHS,9831,50,GEN,97356,134620,NIPPANI,GEN,7,72.32,10.1
Karnataka,2004,5,7,204,4,PRASANNA KUMAR SHANT KUMARGUJAR,M,JD(S),3345,47,GEN,97356,134620,NIPPANI,GEN,7,72.32,3.44
Karnataka,2004,5,7,204,5,POOJARI RAMACHANDRA APPANNA,M,BSP,2469,56,GEN,97356,134620,NIPPANI,GEN,7,72.32,2.54
Karnataka,2004,5,7,204,6,SHIRKOLI JAHENGIR APPANNASAB,M,IND,878,44,GEN,97356,134620,NIPPANI,GEN,7,72.32,0.9
Karnataka,2004,5,7,204,7,MAHESH MARUTI SHREYAKAR,M,IND,818,31,SC,97356,134620,NIPPANI,GEN,7,72.32,0.84
Karnataka,2004,5,7,205,1,PRAKASH BABANNA HUKKERI,M,INC,58039,57,GEN,106569,133934,SADALGA,GEN,8,79.57,54.46
Karnataka,2004,5,7,205,2,ANNASAHEB SHANKAR JOLLE,M,BJP,38737,41,GEN,106569,133934,SADALGA,GEN,8,79.57,36.35
Karnataka,2004,5,7,205,3,SUDHIR MAHADEV MALI,M,BSP,4240,27,GEN,106569,133934,SADALGA,GEN,8,79.57,3.98
Karnataka,2004,5,7,205,4,BHARAT DEVGOUDA MASALAPURE,M,JD(S),3371,38,GEN,106569,133934,SADALGA,GEN,8,79.57,3.16
Karnataka,2004,5,7,205,5,MAHANTESH BHEEMAPPA KAMBAR,M,KNDP,669,34,GEN,106569,133934,SADALGA,GEN,8,79.57,0.63
Karnataka,2004,5,7,205,6,SUNILDATTA MALAGE,M,IND,651,36,GEN,106569,133934,SADALGA,GEN,8,79.57,0.61
Karnataka,2004,5,7,205,7,RAVASAB MALLAPPA GUNAKE,M,JP,551,43,GEN,106569,133934,SADALGA,GEN,8,79.57,0.52
Karnataka,2004,5,7,205,8,DESAI BABASAHEB BALASAHEB,M,IND,311,47,GEN,106569,133934,SADALGA,GEN,8,79.57,0.29
Karnataka,2004,5,7,206,1,HAKKYAGOL DATTU YELLAPPA,M,BJP,32663,64,SC,94375,145879,CHIKKODI,SC,7,64.69,34.61
Karnataka,2004,5,7,206,2,BHIMANNAVAR SS,M,INC,30121,59,SC,94375,145879,CHIKKODI,SC,7,64.69,31.92
Karnataka,2004,5,7,206,3,BALASAHEB SHAMARAO WADDAR,M,JD(S),21699,41,SC,94375,145879,CHIKKODI,SC,7,64.69,22.99
Karnataka,2004,5,7,206,4,DR RAJEEV KAMBLE,M,BSP,4975,32,SC,94375,145879,CHIKKODI,SC,7,64.69,5.27
Karnataka,2004,5,7,206,5,ASHOK KRISHNA BHANDARKAR,M,JP,2451,60,SC,94375,145879,CHIKKODI,SC,7,64.69,2.6
Karnataka,2004,5,7,206,6,SUJATA RAMESH KAMBLE,F,IND,1310,35,SC,94375,145879,CHIKKODI,SC,7,64.69,1.39
Karnataka,2004,5,7,206,7,KAMBLE RAU KRISHNA,M,KNDP,1156,72,SC,94375,145879,CHIKKODI,SC,7,64.69,1.22
Karnataka,2004,5,7,207,1,SARIKAR BHEEMAPPA CHANNAPPA,M,JD(U),54049,58,SC,122275,183764,RAIBAG,SC,15,66.54,44.2
Karnataka,2004,5,7,207,10,LAXMAN VITTAL KAMBLE,M,IND,853,68,SC,122275,183764,RAIBAG,SC,15,66.54,0.7
Karnataka,2004,5,7,207,11,YALLAPPA KOUTUK KAMBLE,M,RPI(A),768,38,SC,122275,183764,RAIBAG,SC,15,66.54,0.63
Karnataka,2004,5,7,207,12,YELLAVVA PARAGON KADAM,F,IND,633,52,SC,122275,183764,RAIBAG,SC,15,66.54,0.52
Karnataka,2004,5,7,207,13,TANAJI RAMU SANE,M,IND,572,33,SC,122275,183764,RAIBAG,SC,15,66.54,0.47
Karnataka,2004,5,7,207,14,MALLESH KURANE,M,IND,553,26,SC,122275,183764,RAIBAG,SC,15,66.54,0.45
Karnataka,2004,5,7,207,15,KATTI SURENDRA LAKKAPPA,M,IND,478,35,SC,122275,183764,RAIBAG,SC,15,66.54,0.39
Karnataka,2004,5,7,207,2,LAXMAN YAMANAPPA KAMBLE,M,INC,43855,47,SC,122275,183764,RAIBAG,SC,15,66.54,35.87
Karnataka,2004,5,7,207,3,BALAKRISHNA RAMAPPA KADAM,M,KRRS,6410,38,SC,122275,183764,RAIBAG,SC,15,66.54,5.24
Karnataka,2004,5,7,207,4,DR SAVAKAR S KAMBLE,M,BSP,5507,35,SC,122275,183764,RAIBAG,SC,15,66.54,4.5
Karnataka,2004,5,7,207,5,GHATGE JAYAKUMAR RAJARAM,M,JP,2753,27,SC,122275,183764,RAIBAG,SC,15,66.54,2.25
Karnataka,2004,5,7,207,6,RAYANNAVAR VIJAYANANDSHAHURAO,M,JD(S),2248,57,SC,122275,183764,RAIBAG,SC,15,66.54,1.84
Karnataka,2004,5,7,207,7,MAHAVEER RAMACHANDRA AIHOLE,M,IND,1667,43,SC,122275,183764,RAIBAG,SC,15,66.54,1.36
Karnataka,2004,5,7,207,8,SADASHIV RAMAPPA POL,M,KNDP,1045,59,SC,122275,183764,RAIBAG,SC,15,66.54,0.85
Karnataka,2004,5,7,207,9,DEEPAK ALIAS DILEEP ANNSAHEBKORAVI,M,IND,884,31,SC,122275,183764,RAIBAG,SC,15,66.54,0.72
Karnataka,2004,5,7,208,1,BHARAMAGOUDA (RAJU) ALAGOUDAKAGE,M,BJP,44529,45,GEN,104808,149181,KAGWAD,GEN,6,70.26,42.49
Karnataka,2004,5,7,208,2,KIRAN KUMAR TATYAGOUDA PATIL,M,INC,41077,44,GEN,104808,149181,KAGWAD,GEN,6,70.26,39.19
Karnataka,2004,5,7,208,3,MOHAN HIRACHAND SHAH,M,JD(S),9895,61,GEN,104808,149181,KAGWAD,GEN,6,70.26,9.44
Karnataka,2004,5,7,208,4,SURENDRA SIDDAPPA KARIGAR,M,BSP,5674,33,GEN,104808,149181,KAGWAD,GEN,6,70.26,5.41
Karnataka,2004,5,7,208,5,GADIGE RAJARAM SHIVALING,M,JP,1869,53,GEN,104808,149181,KAGWAD,GEN,6,70.26,1.78
Karnataka,2004,5,7,208,6,RATHOD TARER SING RAM SING,M,SPSP,1764,41,GEN,104808,149181,KAGWAD,GEN,6,70.26,1.68
Karnataka,2004,5,7,209,1,LAXMAN SANGAPPA SAVADI,M,BJP,59578,44,GEN,117435,176097,ATHANI,GEN,8,66.69,50.73
Karnataka,2004,5,7,209,2,DONGARAGAON SHAHAJAN ISMAIL,M,INC,28325,46,GEN,117435,176097,ATHANI,GEN,8,66.69,24.12
Karnataka,2004,5,7,209,3,BUTALI SADASHIV KEDARI,M,JD(S),21264,49,GEN,117435,176097,ATHANI,GEN,8,66.69,18.11
Karnataka,2004,5,7,209,4,PRAKASH KAMBLE,M,BSP,2664,34,SC,117435,176097,ATHANI,GEN,8,66.69,2.27
Karnataka,2004,5,7,209,5,ARJUN BHAGAVANT PATIL,M,JP,2188,34,GEN,117435,176097,ATHANI,GEN,8,66.69,1.86
Karnataka,2004,5,7,209,6,YALLATTI SHANKAR BASALINGAPPA,M,USYP,1693,44,GEN,117435,176097,ATHANI,GEN,8,66.69,1.44
Karnataka,2004,5,7,209,7,KAARANI MALLIKARJUN BASAPPA,M,KNDP,865,49,GEN,117435,176097,ATHANI,GEN,8,66.69,0.74
Karnataka,2004,5,7,209,8,INAMADAR KHURSHID BANUBASHIRAHAMAD,F,SPSP,858,47,GEN,117435,176097,ATHANI,GEN,8,66.69,0.73
Karnataka,2004,5,7,210,1,SIDDU SAVADI,M,BJP,73223,45,GEN,139679,209794,JAMKHANDI,GEN,8,66.58,52.42
Karnataka,2004,5,7,210,2,KALUTI RAMAPPA MALEPPA,M,INC,39902,63,GEN,139679,209794,JAMKHANDI,GEN,8,66.58,28.57
Karnataka,2004,5,7,210,3,DALAWAYISHRISHAIL MURARI,M,JD(S),16402,38,GEN,139679,209794,JAMKHANDI,GEN,8,66.58,11.74
Karnataka,2004,5,7,210,4,RAVI BABALESHWAR,M,BSP,4036,35,SC,139679,209794,JAMKHANDI,GEN,8,66.58,2.89
Karnataka,2004,5,7,210,5,MADANNAVAR SHRISHAIL NAGAPPA,M,JP,2557,44,GEN,139679,209794,JAMKHANDI,GEN,8,66.58,1.83
Karnataka,2004,5,7,210,6,BHADRANAVAR SHANKAREPPAKADAPPA,M,IND,1733,60,GEN,139679,209794,JAMKHANDI,GEN,8,66.58,1.24
Karnataka,2004,5,7,210,7,HUGAR SHANKAR MANOHAR,M,KNDP,1134,31,GEN,139679,209794,JAMKHANDI,GEN,8,66.58,0.81
Karnataka,2004,5,7,210,8,CHALAWADI CHANDRAKANTBASAPPA,M,IND,692,38,SC,139679,209794,JAMKHANDI,GEN,8,66.58,0.5
Karnataka,2004,5,7,211,1,NIRANI MURUGESH RUDRAPPA,M,BJP,68136,40,GEN,129663,195976,BILGI,GEN,7,66.16,52.55
Karnataka,2004,5,7,211,2,PATIL J T,M,INC,50811,28,GEN,129663,195976,BILGI,GEN,7,66.16,39.19
Karnataka,2004,5,7,211,3,ASHOK VIRUPAKSHAPPA GANIGAR,M,JD(S),5122,48,GEN,129663,195976,BILGI,GEN,7,66.16,3.95
Karnataka,2004,5,7,211,4,KOOSAPPA YALLAPPA CHALAWADI,M,BSP,1736,29,SC,129663,195976,BILGI,GEN,7,66.16,1.34
Karnataka,2004,5,7,211,5,SANGAMESH SHIDDAPPA DASHYAL,M,JP,1733,33,GEN,129663,195976,BILGI,GEN,7,66.16,1.34
Karnataka,2004,5,7,211,6,SHIVALINGAPPA VENKI,M,USYP,1188,38,GEN,129663,195976,BILGI,GEN,7,66.16,0.92
Karnataka,2004,5,7,211,7,VENKAPPA PHOOLSINGH LAMANI,M,KNDP,937,54,GEN,129663,195976,BILGI,GEN,7,66.16,0.72
Karnataka,2004,5,7,212,1,KARJOL GOVIND MAKTAPPA,M,BJP,71814,51,SC,125833,184640,MUDHOL,SC,8,68.15,57.07
Karnataka,2004,5,7,212,2,TIMMAPUR RAMAPPA BALAPPA,M,INC,38872,42,SC,125833,184640,MUDHOL,SC,8,68.15,30.89
Karnataka,2004,5,7,212,3,HARIJAN AMBANNA TUKARAM,M,KRRS,6284,29,SC,125833,184640,MUDHOL,SC,8,68.15,4.99
Karnataka,2004,5,7,212,4,JAMKHANDI BHEEMAPPA GANGAPPA,M,JD(S),3826,54,SC,125833,184640,MUDHOL,SC,8,68.15,3.04
Karnataka,2004,5,7,212,5,DODAMANI HANAMANTH DURGAPPA,M,KNDP,1738,32,SC,125833,184640,MUDHOL,SC,8,68.15,1.38
Karnataka,2004,5,7,212,6,DABAR SHANAPPA RAMAPPA,M,IND,1667,28,SC,125833,184640,MUDHOL,SC,8,68.15,1.32
Karnataka,2004,5,7,212,7,HULAKOTI TULASAPPA RAMASWAMY,M,JP,1049,26,SC,125833,184640,MUDHOL,SC,8,68.15,0.83
Karnataka,2004,5,7,212,8,KYAGADI NAGAPPA RAMAPPA,M,USYP,583,29,SC,125833,184640,MUDHOL,SC,8,68.15,0.46
Karnataka,2004,5,7,213,1,CHARANTIMAT VEERANNACHANDRASHEKARAYA,M,BJP,34597,45,GEN,103809,161837,BAGALKOT,GEN,10,64.14,33.33
Karnataka,2004,5,7,213,10,VIJAYAKUMAR SHANKARAPPAANTARGOND,M,KNDP,612,39,GEN,103809,161837,BAGALKOT,GEN,10,64.14,0.59
Karnataka,2004,5,7,213,2,POOJAR PRALHAD HANUMANTAPPA,M,IND,29075,50,GEN,103809,161837,BAGALKOT,GEN,10,64.14,28.01
Karnataka,2004,5,7,213,3,AJAYKUMAR SAMBASHIV SARNAIK,M,INC,28878,48,GEN,103809,161837,BAGALKOT,GEN,10,64.14,27.82
Karnataka,2004,5,7,213,4,LAXMAN CHANNABASAPPAMUCHAKANDI,M,IND,4033,39,ST,103809,161837,BAGALKOT,GEN,10,64.14,3.89
Karnataka,2004,5,7,213,5,ABDUL RAZAK IMAMSAB SALIKAD,M,JD(S),2205,37,GEN,103809,161837,BAGALKOT,GEN,10,64.14,2.12
